entry,at,order
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:18:43.394Z,169058632339400
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:18:40.782Z,169058632078200
"""I'm standing @ 9gQ_8P10M1"" bets 210",2023-07-28T23:18:38.512Z,169058631851200
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:18:36.494Z,169058631649400
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:18:35.541Z,169058631554100
"Flop:  [5♣, 4♣, K♦]",2023-07-28T23:18:31.509Z,169058631150900
"""damo @ VUdv-wN0K4"" calls 140",2023-07-28T23:18:30.691Z,169058631069100
"""I'm sitting @ 7TP78l9kGR"" calls 140",2023-07-28T23:18:29.742Z,169058630974200
"""I'm standing @ 9gQ_8P10M1"" raises to 140",2023-07-28T23:18:26.165Z,169058630616500
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:18:23.254Z,169058630325400
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:18:21.449Z,169058630144900
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:18:20.193Z,169058630019300
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:18:18.681Z,169058629868106
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:18:18.681Z,169058629868105
"Your hand is 4♠, 8♠",2023-07-28T23:18:18.681Z,169058629868102
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1414) | #5 ""damo @ VUdv-wN0K4"" (1020) | #7 ""I'm standing @ 9gQ_8P10M1"" (2566)",2023-07-28T23:18:18.681Z,169058629868101
"-- starting hand #1526 (id: q29c4fuhxqdl)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:18:18.681Z,169058629868100
"-- ending hand #1525 --",2023-07-28T23:18:12.674Z,169058629267402
"""I'm standing @ 9gQ_8P10M1"" collected 600 from pot with Pair, 6's (combination: 6♣, 6♦, K♦, Q♠, 10♥)",2023-07-28T23:18:12.674Z,169058629267401
"""I'm standing @ 9gQ_8P10M1"" shows a Q♠, K♦.",2023-07-28T23:18:12.674Z,169058629267400
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:18:11.816Z,169058629181600
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:18:08.200Z,169058628820000
"River: 6♣, 8♠, 10♥, 3♣ [6♦]",2023-07-28T23:18:07.067Z,169058628706700
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:18:06.199Z,169058628619900
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:18:05.191Z,169058628519100
"Turn: 6♣, 8♠, 10♥ [3♣]",2023-07-28T23:18:03.860Z,169058628386000
"""I'm standing @ 9gQ_8P10M1"" calls 150",2023-07-28T23:18:03.009Z,169058628300900
"""damo @ VUdv-wN0K4"" bets 150",2023-07-28T23:18:01.187Z,169058628118700
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:17:58.185Z,169058627818500
"Flop:  [6♣, 8♠, 10♥]",2023-07-28T23:17:56.182Z,169058627618200
"""damo @ VUdv-wN0K4"" calls 140",2023-07-28T23:17:55.303Z,169058627530300
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:17:54.272Z,169058627427200
"""I'm standing @ 9gQ_8P10M1"" raises to 140",2023-07-28T23:17:53.324Z,169058627332400
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:17:49.168Z,169058626916800
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:17:47.095Z,169058626709506
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:17:47.095Z,169058626709505
"Your hand is 5♠, 9♦",2023-07-28T23:17:47.095Z,169058626709502
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1434) | #5 ""damo @ VUdv-wN0K4"" (1310) | #7 ""I'm standing @ 9gQ_8P10M1"" (2256)",2023-07-28T23:17:47.095Z,169058626709501
"-- starting hand #1525 (id: tjsia5zzncmi)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:17:47.095Z,169058626709500
"-- ending hand #1524 --",2023-07-28T23:17:41.086Z,169058626108602
"""I'm sitting @ 7TP78l9kGR"" collected 450 from pot with Pair, A's (combination: A♣, A♥, Q♥, J♥, 8♦)",2023-07-28T23:17:41.086Z,169058626108601
"""I'm sitting @ 7TP78l9kGR"" shows a A♣, J♥.",2023-07-28T23:17:41.086Z,169058626108600
"""damo @ VUdv-wN0K4"" calls 150",2023-07-28T23:17:40.243Z,169058626024300
"""I'm sitting @ 7TP78l9kGR"" raises to 150",2023-07-28T23:17:39.100Z,169058625910000
"""damo @ VUdv-wN0K4"" bets 75",2023-07-28T23:17:37.203Z,169058625720300
"River: 8♦, A♥, 2♣, Q♥ [7♣]",2023-07-28T23:17:34.821Z,169058625482100
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:17:33.963Z,169058625396300
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:17:32.446Z,169058625244600
"Turn: 8♦, A♥, 2♣ [Q♥]",2023-07-28T23:17:30.931Z,169058625093100
"""I'm sitting @ 7TP78l9kGR"" calls 45",2023-07-28T23:17:30.117Z,169058625011700
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:17:29.134Z,169058624913400
"""damo @ VUdv-wN0K4"" bets 45",2023-07-28T23:17:25.420Z,169058624542000
"Flop:  [8♦, A♥, 2♣]",2023-07-28T23:17:21.152Z,169058624115200
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:17:20.286Z,169058624028600
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:17:18.398Z,169058623839800
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:17:17.117Z,169058623711700
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:17:15.593Z,169058623559306
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:17:15.593Z,169058623559305
"Your hand is A♣, J♥",2023-07-28T23:17:15.593Z,169058623559302
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1199) | #5 ""damo @ VUdv-wN0K4"" (1525) | #7 ""I'm standing @ 9gQ_8P10M1"" (2276)",2023-07-28T23:17:15.593Z,169058623559301
"-- starting hand #1524 (id: fpaf7zmjtaux)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T23:17:15.593Z,169058623559300
"Undealt cards: J♠, J♥, 10♥ [K♣, 7♦]",2023-07-28T23:17:12.360Z,169058623236000
"-- ending hand #1523 --",2023-07-28T23:17:09.594Z,169058622959402
"""damo @ VUdv-wN0K4"" collected 180 from pot",2023-07-28T23:17:09.594Z,169058622959401
"Uncalled bet of 90 returned to ""damo @ VUdv-wN0K4""",2023-07-28T23:17:09.594Z,169058622959400
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:17:08.689Z,169058622868900
"""damo @ VUdv-wN0K4"" bets 90",2023-07-28T23:17:07.584Z,169058622758400
"Flop:  [J♠, J♥, 10♥]",2023-07-28T23:17:03.981Z,169058622398100
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:17:03.079Z,169058622307900
"""I'm standing @ 9gQ_8P10M1"" calls 80",2023-07-28T23:17:02.068Z,169058622206800
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:17:00.245Z,169058622024500
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:16:57.770Z,169058621777000
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:16:49.792Z,169058620979200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:16:47.181Z,169058620718106
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:16:47.181Z,169058620718105
"Your hand is 9♥, J♦",2023-07-28T23:16:47.181Z,169058620718102
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1219) | #5 ""damo @ VUdv-wN0K4"" (1425) | #7 ""I'm standing @ 9gQ_8P10M1"" (2356)",2023-07-28T23:16:47.181Z,169058620718101
"-- starting hand #1523 (id: vug64p6uaynj)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:16:47.181Z,169058620718100
"-- ending hand #1522 --",2023-07-28T23:16:41.169Z,169058620116904
"""I'm standing @ 9gQ_8P10M1"" collected 150 from pot with Straight, 9 High (combination: 9♠, 8♠, 7♥, 6♠, 5♥)",2023-07-28T23:16:41.169Z,169058620116903
"""I'm standing @ 9gQ_8P10M1"" shows a 6♠, 7♥.",2023-07-28T23:16:41.169Z,169058620116902
"""I'm sitting @ 7TP78l9kGR"" collected 150 from pot with Straight, 9 High (combination: 9♠, 8♠, 7♠, 6♥, 5♥)",2023-07-28T23:16:41.169Z,169058620116901
"""I'm sitting @ 7TP78l9kGR"" shows a J♠, K♥.",2023-07-28T23:16:41.169Z,169058620116900
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:16:40.335Z,169058620033500
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:16:39.373Z,169058619937300
"River: 5♥, 8♠, 6♥, 9♠ [7♠]",2023-07-28T23:16:28.076Z,169058618807600
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:16:27.245Z,169058618724500
"""I'm sitting @ 7TP78l9kGR"" calls 75",2023-07-28T23:16:25.408Z,169058618540800
"""I'm standing @ 9gQ_8P10M1"" bets 75",2023-07-28T23:16:21.162Z,169058618116200
"Turn: 5♥, 8♠, 6♥ [9♠]",2023-07-28T23:16:16.545Z,169058617654500
"""damo @ VUdv-wN0K4"" calls 30",2023-07-28T23:16:15.657Z,169058617565700
"""I'm sitting @ 7TP78l9kGR"" calls 30",2023-07-28T23:16:14.058Z,169058617405800
"""I'm standing @ 9gQ_8P10M1"" bets 30",2023-07-28T23:16:12.287Z,169058617228700
"Flop:  [5♥, 8♠, 6♥]",2023-07-28T23:16:08.188Z,169058616818800
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:16:07.357Z,169058616735700
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:15:59.998Z,169058615999800
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:15:58.375Z,169058615837500
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:15:56.729Z,169058615672906
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:15:56.729Z,169058615672905
"Your hand is J♠, K♥",2023-07-28T23:15:56.729Z,169058615672902
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1194) | #5 ""damo @ VUdv-wN0K4"" (1475) | #7 ""I'm standing @ 9gQ_8P10M1"" (2331)",2023-07-28T23:15:56.729Z,169058615672901
"-- starting hand #1522 (id: 7ka3eau9dras)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:15:56.729Z,169058615672900
"-- ending hand #1521 --",2023-07-28T23:15:50.718Z,169058615071802
"""I'm standing @ 9gQ_8P10M1"" collected 390 from pot with Pair, 4's (combination: 4♦, 4♣, J♥, 10♦, 9♥)",2023-07-28T23:15:50.718Z,169058615071801
"""I'm standing @ 9gQ_8P10M1"" shows a 4♦, 10♦.",2023-07-28T23:15:50.718Z,169058615071800
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:15:49.805Z,169058614980500
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:15:48.551Z,169058614855100
"River: 3♥, 4♣, 2♣, J♥ [9♥]",2023-07-28T23:15:46.714Z,169058614671400
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:15:45.864Z,169058614586400
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:15:43.463Z,169058614346300
"Turn: 3♥, 4♣, 2♣ [J♥]",2023-07-28T23:15:40.110Z,169058614011000
"""I'm standing @ 9gQ_8P10M1"" calls 130",2023-07-28T23:15:39.286Z,169058613928600
"""I'm sitting @ 7TP78l9kGR"" raises to 130",2023-07-28T23:15:33.973Z,169058613397300
"""I'm standing @ 9gQ_8P10M1"" bets 65",2023-07-28T23:15:32.024Z,169058613202400
"Flop:  [3♥, 4♣, 2♣]",2023-07-28T23:15:27.084Z,169058612708400
"""I'm sitting @ 7TP78l9kGR"" calls 60",2023-07-28T23:15:26.280Z,169058612628000
"""I'm standing @ 9gQ_8P10M1"" raises to 60",2023-07-28T23:15:24.113Z,169058612411300
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:15:19.100Z,169058611910000
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:15:18.134Z,169058611813400
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:15:14.957Z,169058611495706
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:15:14.957Z,169058611495705
"Your hand is A♦, 8♦",2023-07-28T23:15:14.957Z,169058611495702
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1384) | #5 ""damo @ VUdv-wN0K4"" (1485) | #7 ""I'm standing @ 9gQ_8P10M1"" (2131)",2023-07-28T23:15:14.957Z,169058611495701
"-- starting hand #1521 (id: ajxid0o15jb3)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T23:15:14.957Z,169058611495700
"Undealt cards: 10♦, A♦, 2♠ [Q♦, K♦]",2023-07-28T23:15:09.968Z,169058610996800
"-- ending hand #1520 --",2023-07-28T23:15:09.053Z,169058610905302
"""I'm sitting @ 7TP78l9kGR"" collected 180 from pot",2023-07-28T23:15:09.053Z,169058610905301
"Uncalled bet of 60 returned to ""I'm sitting @ 7TP78l9kGR""",2023-07-28T23:15:09.053Z,169058610905300
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:15:08.163Z,169058610816300
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:15:07.226Z,169058610722600
"""I'm sitting @ 7TP78l9kGR"" bets 60",2023-07-28T23:15:06.245Z,169058610624500
"Flop:  [10♦, A♦, 2♠]",2023-07-28T23:15:00.418Z,169058610041800
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:14:59.585Z,169058609958500
"""damo @ VUdv-wN0K4"" calls 60",2023-07-28T23:14:58.608Z,169058609860800
"""I'm sitting @ 7TP78l9kGR"" raises to 60",2023-07-28T23:14:57.654Z,169058609765400
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:14:51.570Z,169058609157000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:14:45.006Z,169058608500606
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:14:45.006Z,169058608500605
"Your hand is J♣, 10♣",2023-07-28T23:14:45.006Z,169058608500602
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1264) | #5 ""damo @ VUdv-wN0K4"" (1545) | #7 ""I'm standing @ 9gQ_8P10M1"" (2191)",2023-07-28T23:14:45.006Z,169058608500601
"-- starting hand #1520 (id: voeed67oi5dk)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:14:45.006Z,169058608500600
"""I'm standing @ 9gQ_8P10M1"" shows a K♠, 2♥.",2023-07-28T23:14:43.148Z,169058608314800
"Undealt cards: 5♣, 6♠, 3♠, 8♣ [8♠]",2023-07-28T23:14:39.188Z,169058607918800
"-- ending hand #1519 --",2023-07-28T23:14:38.372Z,169058607837202
"""damo @ VUdv-wN0K4"" collected 480 from pot",2023-07-28T23:14:38.372Z,169058607837201
"Uncalled bet of 240 returned to ""damo @ VUdv-wN0K4""",2023-07-28T23:14:38.372Z,169058607837200
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:14:37.476Z,169058607747600
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:14:36.431Z,169058607643100
"""damo @ VUdv-wN0K4"" bets 240",2023-07-28T23:14:08.726Z,169058604872600
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:14:05.614Z,169058604561400
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:14:04.380Z,169058604438000
"Turn: 5♣, 6♠, 3♠ [8♣]",2023-07-28T23:14:02.496Z,169058604249600
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:14:01.612Z,169058604161200
"""I'm standing @ 9gQ_8P10M1"" calls 80",2023-07-28T23:14:00.651Z,169058604065100
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:13:59.118Z,169058603911800
"""I'm sitting @ 7TP78l9kGR"" bets 20",2023-07-28T23:13:55.088Z,169058603508800
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:13:50.130Z,169058603013000
"Flop:  [5♣, 6♠, 3♠]",2023-07-28T23:13:48.354Z,169058602835400
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:13:47.539Z,169058602753900
"""I'm standing @ 9gQ_8P10M1"" calls 80",2023-07-28T23:13:45.166Z,169058602516600
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:13:44.223Z,169058602422300
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:13:42.251Z,169058602225106
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:13:42.251Z,169058602225105
"Your hand is J♠, K♥",2023-07-28T23:13:42.251Z,169058602225102
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1424) | #5 ""damo @ VUdv-wN0K4"" (1225) | #7 ""I'm standing @ 9gQ_8P10M1"" (2351)",2023-07-28T23:13:42.251Z,169058602225101
"-- starting hand #1519 (id: wazhbtm6gz55)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:13:42.251Z,169058602225100
"-- ending hand #1518 --",2023-07-28T23:13:36.245Z,169058601624503
"""damo @ VUdv-wN0K4"" shows a 10♥, 9♥.",2023-07-28T23:13:36.245Z,169058601624502
"""I'm standing @ 9gQ_8P10M1"" collected 480 from pot with Two Pair, A's & 6's (combination: A♥, A♦, 6♣, 6♥, J♣)",2023-07-28T23:13:36.245Z,169058601624501
"""I'm standing @ 9gQ_8P10M1"" shows a J♣, 8♣.",2023-07-28T23:13:36.245Z,169058601624500
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:13:35.371Z,169058601537100
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:13:34.093Z,169058601409300
"River: 6♣, A♥, A♦, 6♥ [3♣]",2023-07-28T23:13:31.368Z,169058601136800
"""I'm standing @ 9gQ_8P10M1"" calls 120",2023-07-28T23:13:30.552Z,169058601055200
"""damo @ VUdv-wN0K4"" bets 120",2023-07-28T23:13:26.845Z,169058600684500
"Turn: 6♣, A♥, A♦ [6♥]",2023-07-28T23:13:19.425Z,169058599942500
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:13:18.550Z,169058599855000
"""damo @ VUdv-wN0K4"" bets 60",2023-07-28T23:13:16.858Z,169058599685800
"Flop:  [6♣, A♥, A♦]",2023-07-28T23:13:14.083Z,169058599408300
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:13:13.273Z,169058599327300
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T23:13:12.235Z,169058599223500
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:13:10.431Z,169058599043100
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:13:02.256Z,169058598225606
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:13:02.256Z,169058598225605
"Your hand is 7♠, Q♣",2023-07-28T23:13:02.256Z,169058598225602
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1424) | #5 ""damo @ VUdv-wN0K4"" (1465) | #7 ""I'm standing @ 9gQ_8P10M1"" (2111)",2023-07-28T23:13:02.256Z,169058598225601
"-- starting hand #1518 (id: iosoppul0mvl)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T23:13:02.256Z,169058598225600
"-- ending hand #1517 --",2023-07-28T23:12:56.246Z,169058597624603
"""I'm standing @ 9gQ_8P10M1"" shows a 8♥, 5♠.",2023-07-28T23:12:56.246Z,169058597624602
"""I'm sitting @ 7TP78l9kGR"" collected 360 from pot with Pair, 6's (combination: 6♠, 6♣, K♦, Q♦, J♠)",2023-07-28T23:12:56.246Z,169058597624601
"""I'm sitting @ 7TP78l9kGR"" shows a 6♠, J♠.",2023-07-28T23:12:56.246Z,169058597624600
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:12:55.421Z,169058597542100
"""I'm standing @ 9gQ_8P10M1"" bets 80",2023-07-28T23:12:53.660Z,169058597366000
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:12:50.395Z,169058597039500
"River: 5♣, K♦, Q♦, 6♣ [3♥]",2023-07-28T23:12:47.192Z,169058596719200
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:12:46.337Z,169058596633700
"""I'm sitting @ 7TP78l9kGR"" calls 40",2023-07-28T23:12:43.742Z,169058596374200
"""I'm standing @ 9gQ_8P10M1"" bets 40",2023-07-28T23:12:42.758Z,169058596275800
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:12:40.694Z,169058596069400
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:12:38.775Z,169058595877500
"Turn: 5♣, K♦, Q♦ [6♣]",2023-07-28T23:12:34.509Z,169058595450900
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:12:33.642Z,169058595364200
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:12:32.698Z,169058595269800
"""I'm standing @ 9gQ_8P10M1"" bets 20",2023-07-28T23:12:31.525Z,169058595152500
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:12:28.787Z,169058594878700
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:12:27.657Z,169058594765700
"Flop:  [5♣, K♦, Q♦]",2023-07-28T23:12:18.563Z,169058593856300
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:12:17.682Z,169058593768200
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:12:16.182Z,169058593618200
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:12:15.232Z,169058593523200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:12:09.554Z,169058592955406
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:12:09.554Z,169058592955405
"Your hand is 6♠, J♠",2023-07-28T23:12:09.554Z,169058592955402
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1224) | #5 ""damo @ VUdv-wN0K4"" (1505) | #7 ""I'm standing @ 9gQ_8P10M1"" (2271)",2023-07-28T23:12:09.554Z,169058592955401
"-- starting hand #1517 (id: 82lw5rdf7vpu)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:12:09.554Z,169058592955400
"-- ending hand #1516 --",2023-07-28T23:12:03.539Z,169058592353902
"""I'm standing @ 9gQ_8P10M1"" collected 960 from pot with Pair, K's (combination: K♣, K♠, Q♦, 10♣, 8♦)",2023-07-28T23:12:03.539Z,169058592353901
"""I'm standing @ 9gQ_8P10M1"" shows a Q♦, K♣.",2023-07-28T23:12:03.539Z,169058592353900
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:12:02.679Z,169058592267900
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:12:00.032Z,169058592003200
"River: 3♣, 8♦, K♠, 10♣ [6♣]",2023-07-28T23:11:54.655Z,169058591465500
"""damo @ VUdv-wN0K4"" calls 240",2023-07-28T23:11:53.823Z,169058591382300
"""I'm standing @ 9gQ_8P10M1"" bets 240",2023-07-28T23:11:51.557Z,169058591155700
"Turn: 3♣, 8♦, K♠ [10♣]",2023-07-28T23:11:46.448Z,169058590644800
"""damo @ VUdv-wN0K4"" calls 120",2023-07-28T23:11:45.568Z,169058590556800
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:11:44.585Z,169058590458500
"""I'm standing @ 9gQ_8P10M1"" bets 120",2023-07-28T23:11:35.888Z,169058589588800
"Flop:  [3♣, 8♦, K♠]",2023-07-28T23:11:32.474Z,169058589247400
"""damo @ VUdv-wN0K4"" calls 80",2023-07-28T23:11:31.653Z,169058589165300
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:11:30.678Z,169058589067800
"""I'm standing @ 9gQ_8P10M1"" raises to 80",2023-07-28T23:11:25.489Z,169058588548900
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:11:22.586Z,169058588258600
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:11:21.174Z,169058588117406
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:11:21.174Z,169058588117405
"Your hand is Q♥, 2♥",2023-07-28T23:11:21.174Z,169058588117402
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1304) | #5 ""damo @ VUdv-wN0K4"" (1945) | #7 ""I'm standing @ 9gQ_8P10M1"" (1751)",2023-07-28T23:11:21.174Z,169058588117401
"-- starting hand #1516 (id: bt2yagdfketk)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:11:21.174Z,169058588117400
"""I'm standing @ 9gQ_8P10M1"" shows a 4♣, 9♦.",2023-07-28T23:11:16.759Z,169058587675900
"Undealt cards: 3♣, 8♣, 6♣ [7♦, 4♦]",2023-07-28T23:11:15.656Z,169058587565600
"-- ending hand #1515 --",2023-07-28T23:11:14.566Z,169058587456602
"""I'm standing @ 9gQ_8P10M1"" collected 180 from pot",2023-07-28T23:11:14.566Z,169058587456601
"Uncalled bet of 80 returned to ""I'm standing @ 9gQ_8P10M1""",2023-07-28T23:11:14.566Z,169058587456600
